IMAGE NEWIMG EPOCH FILTER AIRMASS
cpt1m012-fa06-20200831-0165-e91.fits.fz datared/59093.07758_ip.txt 59093.0775849 ip 1.583987
coj1m011-fa12-20200111-0064-e91.fits.fz datared/58859.43924_ip.txt 58859.4392408 ip 1.1293257
lsc1m005-fa15-20201130-0208-e91.fits.fz datared/59184.21156_gp.txt 59184.2115644 gp 1.0233629
cpt1m010-fa16-20200127-0081-e91.fits.fz datared/58875.87379_ip.txt 58875.8737985 ip 1.0160201
coj1m011-fa12-20201120-0036-e91.fits.fz datared/59173.50867_rp.txt 59173.5086723 rp 1.5222568
coj1m011-fa12-20191219-0491-e91.fits.fz datared/58836.74281_gp.txt 58836.7428155 gp 1.440159
lsc1m005-fa15-20200312-0092-e91.fits.fz datared/58921.05519_ip.txt 58921.0551927 ip 1.1109098
cpt1m013-fa14-20200111-0073-e91.fits.fz datared/58859.84563_ip.txt 58859.8456329 ip 1.0224178
lsc1m004-fa03-20200101-0238-e91.fits.fz datared/58850.19029_gp.txt 58850.1902905 gp 1.0090618
lsc1m004-fa03-20200107-0107-e91.fits.fz datared/58856.09633_ip.txt 58856.0963331 ip 1.0426601
lsc1m004-fa03-20201127-0101-e91.fits.fz datared/59181.11894_ip.txt 59181.1189473 ip 1.3707953
coj1m011-fa12-20200319-0090-e91.fits.fz datared/58927.44377_ip.txt 58927.4437757 ip 1.1639602
lsc1m004-fa03-20200127-0133-e91.fits.fz datared/58876.1238_ip.txt 58876.1238003 ip 1.0126729
cpt1m010-fa16-20201224-0072-e91.fits.fz datared/59207.80975_ip.txt 59207.8097537 ip 1.2549415
cpt1m010-fa16-20201225-0138-e91.fits.fz datared/59208.92824_ip.txt 59208.9282472 ip 1.0002954
cpt1m013-fa14-20201014-0288-e91.fits.fz datared/59137.00443_ip.txt 59137.0044398 ip 1.2507866
cpt1m013-fa14-20201113-0275-e91.fits.fz datared/59167.05699_ip.txt 59167.0569921 ip 1.0028611
lsc1m005-fa15-20200301-0095-e91.fits.fz datared/58910.06125_ip.txt 58910.0612539 ip 1.0540854
lsc1m004-fa03-20200209-0108-e91.fits.fz datared/58889.10101_gp.txt 58889.1010147 gp 1.0263121
coj1m011-fa12-20201128-0126-e91.fits.fz datared/59181.57807_rp.txt 59181.5780769 rp 1.0736419
lsc1m004-fa03-20200220-0074-e91.fits.fz datared/58900.09748_ip.txt 58900.0974829 ip 1.0724859
cpt1m010-fa16-20201226-0082-e91.fits.fz datared/59209.81578_gp.txt 59209.8157853 gp 1.202234
coj1m011-fa12-20200111-0203-e91.fits.fz datared/58859.68297_gp.txt 58859.6829776 gp 1.463579
lsc1m005-fa15-20200201-0136-e91.fits.fz datared/58881.12499_gp.txt 58881.1249921 gp 1.0291201
coj1m003-fa19-20201007-0037-e91.fits.fz datared/59129.67123_ip.txt 59129.6712316 ip 1.2395486
coj1m011-fa12-20201127-0448-e91.fits.fz datared/59180.70311_rp.txt 59180.7031127 rp 1.0421208
cpt1m013-fa14-20201018-0293-e91.fits.fz datared/59141.11208_ip.txt 59141.1120892 ip 1.0003816
cpt1m012-fa06-20201228-0335-e91.fits.fz datared/59211.97571_gp.txt 59211.9757127 gp 1.0451042
coj1m011-fa12-20200110-0062-e91.fits.fz datared/58858.43046_gp.txt 58858.430461 gp 1.1690397
lsc1m004-fa03-20200114-0062-e91.fits.fz datared/58863.05285_ip.txt 58863.0528554 ip 1.0942916
coj1m011-fa12-20210302-0086-e91.fits.fz datared/59275.47153_ip.txt 59275.4715303 ip 1.1022851
cpt1m013-fa14-20200113-0083-e91.fits.fz datared/58861.88606_ip.txt 58861.8860606 ip 1.0009805
lsc1m004-fa03-20210109-0172-e91.fits.fz datared/59224.22661_ip.txt 59224.2266139 ip 1.1151223
coj1m003-fa19-20201124-0108-e91.fits.fz datared/59177.53592_ip.txt 59177.5359243 ip 1.260568
lsc1m004-fa03-20201230-0085-e91.fits.fz datared/59214.10098_gp.txt 59214.1009859 gp 1.0720216
lsc1m005-fa15-20201125-0398-e91.fits.fz datared/59179.26832_ip.txt 59179.2683262 ip 1.0003051
lsc1m004-fa03-20201225-0184-e91.fits.fz datared/59209.30835_gp.txt 59209.3083546 gp 1.281735
cpt1m010-fa16-20210122-0120-e91.fits.fz datared/59236.90744_ip.txt 59236.9074409 ip 1.0450803
lsc1m004-fa03-20191223-0286-e91.fits.fz datared/58841.30504_gp.txt 58841.3050427 gp 1.2273141
coj1m011-fa12-20201204-0093-e91.fits.fz datared/59187.46649_ip.txt 59187.4664937 ip 1.5591312
lsc1m005-fa15-20210104-0073-e91.fits.fz datared/59219.11183_rp.txt 59219.1118381 rp 1.0286525
cpt1m012-fa06-20200205-0125-e91.fits.fz datared/58884.94554_ip.txt 58884.9455418 ip 1.2932181
cpt1m013-fa14-20200320-0074-e91.fits.fz datared/58928.79192_gp.txt 58928.7919292 gp 1.1465451
coj1m011-fa12-20210122-0114-e91.fits.fz datared/59236.52957_gp.txt 59236.5295706 gp 1.015397
coj1m011-fa12-20201120-0148-e91.fits.fz datared/59173.71984_ip.txt 59173.7198439 ip 1.0383081
lsc1m004-fa03-20200110-0105-e91.fits.fz datared/58859.09362_gp.txt 58859.0936298 gp 1.0340766
coj1m003-fa19-20201030-0238-e91.fits.fz datared/59152.64402_rp.txt 59152.6440283 rp 1.1069266
cpt1m013-fa14-20200810-0411-e91.fits.fz datared/59072.16917_gp.txt 59072.1691798 gp 1.3193995
coj1m011-fa12-20201130-0241-e91.fits.fz datared/59183.54889_gp.txt 59183.5488956 gp 1.1389641
cpt1m012-fa06-20201102-0132-e91.fits.fz datared/59155.9051_gp.txt 59155.9051015 gp 1.5888781
coj1m003-fa19-20201114-0259-e91.fits.fz datared/59167.56766_rp.txt 59167.5676656 rp 1.2386678
coj1m011-fa12-20200127-0146-e91.fits.fz datared/58875.53968_gp.txt 58875.5396873 gp 1.043926
cpt1m013-fa14-20201208-0062-e91.fits.fz datared/59192.02134_rp.txt 59192.0213449 rp 1.0313345
lsc1m004-fa03-20201204-0302-e91.fits.fz datared/59188.28655_ip.txt 59188.2865527 ip 1.0326035
lsc1m004-fa03-20210110-0148-e91.fits.fz datared/59225.19821_gp.txt 59225.198214 gp 1.0536075
coj1m011-fa12-20200108-0112-e91.fits.fz datared/58856.52389_ip.txt 58856.5238918 ip 1.0026918
cpt1m012-fa06-20201120-0125-e91.fits.fz datared/59173.87625_rp.txt 59173.8762574 rp 1.4146304
cpt1m013-fa14-20201121-0177-e91.fits.fz datared/59175.0358_ip.txt 59175.0358025 ip 1.0031157
coj1m003-fa19-20201201-0126-e91.fits.fz datared/59184.57741_gp.txt 59184.5774171 gp 1.0578427
cpt1m012-fa06-20210302-0087-e91.fits.fz datared/59275.80885_ip.txt 59275.8088521 ip 1.0595218
cpt1m013-fa14-20210122-0061-e91.fits.fz datared/59236.8161_gp.txt 59236.8161069 gp 1.0195647
coj1m003-fa19-20201022-0239-e91.fits.fz datared/59144.63549_ip.txt 59144.6354959 ip 1.215475
coj1m011-fa12-20201222-0060-e91.fits.fz datared/59205.55408_rp.txt 59205.5540859 rp 1.0112902
coj1m011-fa12-20210305-0088-e91.fits.fz datared/59278.45625_rp.txt 59278.456251 rp 1.0840114
cpt1m013-fa14-20201125-0081-e91.fits.fz datared/59178.86904_ip.txt 59178.86904 ip 1.3697287
cpt1m013-fa14-20201208-0100-e91.fits.fz datared/59192.07808_rp.txt 59192.0780804 rp 1.1714128
cpt1m013-fa14-20201127-0071-e91.fits.fz datared/59180.87853_gp.txt 59180.8785324 gp 1.2804464
lsc1m009-fa04-20200115-0227-e91.fits.fz datared/58864.28242_gp.txt 58864.2824259 gp 1.4822714
coj1m011-fa12-20210123-0112-e91.fits.fz datared/59237.52871_gp.txt 59237.5287128 gp 1.0172634
cpt1m012-fa06-20210106-0154-e91.fits.fz datared/59221.01136_ip.txt 59221.0113661 ip 1.2228854
cpt1m013-fa14-20200301-0036-e91.fits.fz datared/58909.80102_gp.txt 58909.8010252 gp 1.0418407
lsc1m009-fa04-20200114-0124-e91.fits.fz datared/58863.14109_ip.txt 58863.1410948 ip 1.001861
lsc1m005-fa15-20201129-0086-e91.fits.fz datared/59183.09765_rp.txt 59183.0976595 rp 1.4918247
coj1m011-fa12-20201012-0131-e91.fits.fz datared/59134.63905_ip.txt 59134.6390532 ip 1.3414989
cpt1m013-fa14-20200214-0094-e91.fits.fz datared/58893.93023_gp.txt 58893.9302318 gp 1.3481494
lsc1m004-fa03-20200216-0034-e91.fits.fz datared/58896.0231_ip.txt 58896.0231015 ip 1.0043557
lsc1m009-fa04-20200229-0118-e91.fits.fz datared/58909.13512_ip.txt 58909.1351225 ip 1.3095977
cpt1m013-fa14-20201204-0084-e91.fits.fz datared/59187.83481_ip.txt 59187.8348121 ip 1.4387786
cpt1m012-fa06-20201012-0452-e91.fits.fz datared/59135.05579_rp.txt 59135.0557959 rp 1.086789
coj1m011-fa12-20200127-0195-e91.fits.fz datared/58875.6229_gp.txt 58875.622906 gp 1.3457646
cpt1m013-fa14-20201113-0247-e91.fits.fz datared/59166.92832_gp.txt 59166.9283243 gp 1.2234897
coj1m003-fa19-20201120-0041-e91.fits.fz datared/59173.53634_rp.txt 59173.5363465 rp 1.3184643
lsc1m009-fa04-20200125-0085-e91.fits.fz datared/58874.09815_ip.txt 58874.0981502 ip 1.0001679
cpt1m013-fa14-20201202-0323-e91.fits.fz datared/59185.99668_gp.txt 59185.9966881 gp 1.0006384
lsc1m009-fa04-20200209-0149-e91.fits.fz datared/58889.18439_gp.txt 58889.1843965 gp 1.2795518
coj1m011-fa12-20200202-0073-e91.fits.fz datared/58881.44708_gp.txt 58881.4470858 gp 1.0071518
lsc1m004-fa03-20200309-0071-e91.fits.fz datared/58918.03913_ip.txt 58918.0391316 ip 1.0535533
lsc1m004-fa03-20200228-0133-e91.fits.fz datared/58908.12218_ip.txt 58908.1221805 ip 1.2276698
coj1m003-fa19-20201015-0399-e91.fits.fz datared/59137.76721_gp.txt 59137.7672142 gp 1.0000131
lsc1m005-fa15-20201223-0241-e91.fits.fz datared/59207.23262_gp.txt 59207.23262 gp 1.0297371
lsc1m009-fa04-20200119-0060-e91.fits.fz datared/58868.0338_ip.txt 58868.0338039 ip 1.1090335
lsc1m005-fa15-20201205-0303-e91.fits.fz datared/59189.35513_ip.txt 59189.3551332 ip 1.2415062
cpt1m012-fa06-20201202-0110-e91.fits.fz datared/59185.87122_rp.txt 59185.8712247 rp 1.2480166
lsc1m004-fa03-20200106-0178-e91.fits.fz datared/58855.26067_gp.txt 58855.2606716 gp 1.2000409
lsc1m005-fa15-20201220-0214-e91.fits.fz datared/59204.19771_gp.txt 59204.1977193 gp 1.0001336
lsc1m004-fa03-20201113-0129-e91.fits.fz datared/59167.1706_gp.txt 59167.1706064 gp 1.2884095
lsc1m004-fa03-20200111-0116-e91.fits.fz datared/58860.13664_ip.txt 58860.136645 ip 1.0001528
lsc1m004-fa03-20200303-0083-e91.fits.fz datared/58912.05112_gp.txt 58912.0511208 gp 1.0456596
cpt1m010-fa16-20201130-0115-e91.fits.fz datared/59183.86199_rp.txt 59183.8619958 rp 1.3278581
lsc1m004-fa03-20201229-0159-e91.fits.fz datared/59213.22671_ip.txt 59213.2267147 ip 1.0459008
lsc1m009-fa04-20191229-0102-e91.fits.fz datared/58847.1069_gp.txt 58847.1069079 gp 1.0694672
coj1m011-fa12-20201130-0287-e91.fits.fz datared/59183.66262_rp.txt 59183.6626245 rp 1.0062677
lsc1m005-fa15-20200219-0023-e91.fits.fz datared/58899.11576_ip.txt 58899.1157686 ip 1.1123529
lsc1m009-fa04-20191223-0180-e91.fits.fz datared/58841.15926_gp.txt 58841.159268 gp 1.0143592
cpt1m013-fa14-20200302-0076-e91.fits.fz datared/58910.80885_ip.txt 58910.8088596 ip 1.0608996
coj1m003-fa19-20201111-0097-e91.fits.fz datared/59164.53996_ip.txt 59164.5399689 ip 1.4645181
lsc1m009-fa04-20200226-0051-e91.fits.fz datared/58906.04476_gp.txt 58906.0447669 gp 1.0153167
lsc1m009-fa04-20200106-0327-e91.fits.fz datared/58855.31552_gp.txt 58855.3155287 gp 1.559754
cpt1m013-fa14-20201113-0252-e91.fits.fz datared/59166.93421_rp.txt 59166.9342163 rp 1.1979394
coj1m011-fa12-20201106-0153-e91.fits.fz datared/59159.5539_rp.txt 59159.5539022 rp 1.4622466
cpt1m010-fa16-20200204-0053-e91.fits.fz datared/58883.78404_ip.txt 58883.7840443 ip 1.0181062
cpt1m013-fa14-20201127-0106-e91.fits.fz datared/59180.97978_ip.txt 59180.9797836 ip 1.0097743
coj1m003-fa19-20201110-0255-e91.fits.fz datared/59163.67383_gp.txt 59163.6738339 gp 1.0075131
cpt1m012-fa06-20200220-0145-e91.fits.fz datared/58899.85117_ip.txt 58899.8511762 ip 1.0883021
coj1m011-fa12-20201127-0111-e91.fits.fz datared/59180.53483_gp.txt 59180.5348322 gp 1.2262097
cpt1m013-fa14-20191219-0093-e91.fits.fz datared/58836.97187_gp.txt 58836.9718738 gp 1.0089514
coj1m003-fa19-20200914-0180-e91.fits.fz datared/59106.75516_rp.txt 59106.7551654 rp 1.1524106
coj1m011-fa12-20191227-0293-e91.fits.fz datared/58844.69564_gp.txt 58844.6956486 gp 1.2764894
lsc1m004-fa03-20200103-0075-e91.fits.fz datared/58852.06542_gp.txt 58852.0654219 gp 1.1469883
cpt1m010-fa16-20201228-0102-e91.fits.fz datared/59211.88217_gp.txt 59211.8821726 gp 1.0220139
coj1m003-fa19-20201113-0049-e91.fits.fz datared/59166.52486_rp.txt 59166.5248633 rp 1.549191
cpt1m010-fa16-20200208-0104-e91.fits.fz datared/58887.86334_gp.txt 58887.8633474 gp 1.0455559
lsc1m004-fa03-20201229-0098-e91.fits.fz datared/59213.11429_gp.txt 59213.1142921 gp 1.0506161
lsc1m005-fa15-20210117-0061-e91.fits.fz datared/59232.0454_gp.txt 59232.0454062 gp 1.0871601
lsc1m009-fa04-20200105-0077-e91.fits.fz datared/58854.06616_gp.txt 58854.0661664 gp 1.1265895
coj1m011-fa12-20200228-0104-e91.fits.fz datared/58907.45926_ip.txt 58907.4592637 ip 1.0564611
lsc1m004-fa03-20201126-0120-e91.fits.fz datared/59180.18753_ip.txt 59180.1875351 ip 1.0868168
coj1m011-fa12-20200413-0104-e91.fits.fz datared/58952.43936_rp.txt 58952.4393681 rp 1.5546661
coj1m011-fa12-20200103-0091-e91.fits.fz datared/58851.48198_gp.txt 58851.4819885 gp 1.073273
cpt1m012-fa06-20200112-0055-e91.fits.fz datared/58860.80139_gp.txt 58860.801395 gp 1.1002523
cpt1m012-fa06-20201210-0441-e91.fits.fz datared/59194.09531_ip.txt 59194.0953185 ip 1.2727025
cpt1m013-fa14-20200202-0064-e91.fits.fz datared/58881.86157_gp.txt 58881.8615729 gp 1.020296
lsc1m009-fa04-20200311-0069-e91.fits.fz datared/58920.04353_up.txt 58920.0435324 up 1.0739758
cpt1m013-fa14-20201202-0361-e91.fits.fz datared/59186.09017_ip.txt 59186.0901739 ip 1.1557855
coj1m011-fa12-20200306-0064-e91.fits.fz datared/58914.46854_ip.txt 58914.4685419 ip 1.127476
coj1m011-fa12-20200109-0190-e91.fits.fz datared/58857.67918_ip.txt 58857.6791898 ip 1.393606
lsc1m004-fa03-20200113-0159-e91.fits.fz datared/58862.21795_gp.txt 58862.2179587 gp 1.1157699
lsc1m005-fa15-20200204-0070-e91.fits.fz datared/58884.03112_gp.txt 58884.031125 gp 1.0261746
cpt1m010-fa16-20200120-0055-e91.fits.fz datared/58868.78232_gp.txt 58868.7823279 gp 1.0930088
coj1m003-fa19-20201202-0124-e91.fits.fz datared/59185.70935_rp.txt 59185.7093532 rp 1.0820134
cpt1m013-fa14-20201113-0260-e91.fits.fz datared/59166.9516_gp.txt 59166.9516028 gp 1.1342317
coj1m003-fa19-20210303-0111-e91.fits.fz datared/59276.50809_ip.txt 59276.508092 ip 1.2492778
coj1m003-fa19-20201208-0362-e91.fits.fz datared/59191.66162_rp.txt 59191.6616224 rp 1.0255698
cpt1m013-fa14-20191230-0091-e91.fits.fz datared/58847.95321_gp.txt 58847.9532116 gp 1.0190101
cpt1m013-fa14-20201114-0107-e91.fits.fz datared/59168.05449_gp.txt 59168.0544904 gp 1.0029471
lsc1m004-fa03-20201127-0164-e91.fits.fz datared/59181.3124_ip.txt 59181.312405 ip 1.0430434
cpt1m012-fa06-20191223-0061-e91.fits.fz datared/58840.78758_gp.txt 58840.7875829 gp 1.419166
lsc1m004-fa03-20210112-0112-e91.fits.fz datared/59227.16491_rp.txt 59227.1649187 rp 1.0146688
cpt1m013-fa14-20200226-0055-e91.fits.fz datared/58905.7888_ip.txt 58905.7888084 ip 1.0131838
cpt1m013-fa14-20201220-0073-e91.fits.fz datared/59203.80734_rp.txt 59203.8073425 rp 1.3281381
lsc1m005-fa15-20210227-0072-e91.fits.fz datared/59273.08397_rp.txt 59273.0839711 rp 1.0908092
cpt1m012-fa06-20201026-0518-e91.fits.fz datared/59149.11296_rp.txt 59149.1129667 rp 1.0061708
coj1m011-fa12-20200417-0063-e91.fits.fz datared/58956.36991_rp.txt 58956.3699117 rp 1.1843637
coj1m003-fa19-20200318-0098-e91.fits.fz datared/58926.4565_up.txt 58926.4565062 up 1.2036844
cpt1m012-fa06-20201126-0089-e91.fits.fz datared/59179.83971_ip.txt 59179.8397134 ip 1.5874747
coj1m011-fa12-20210118-0066-e91.fits.fz datared/59232.46355_rp.txt 59232.4635511 rp 1.0294988
cpt1m012-fa06-20201120-0229-e91.fits.fz datared/59174.04678_gp.txt 59174.046783 gp 1.007441
cpt1m010-fa16-20201229-0168-e91.fits.fz datared/59212.97646_ip.txt 59212.9764648 ip 1.0511871
coj1m011-fa12-20200113-0081-e91.fits.fz datared/58861.47018_ip.txt 58861.470184 ip 1.0431478
coj1m003-fa19-20201022-0240-e91.fits.fz datared/59144.63622_rp.txt 59144.6362224 rp 1.2122384
lsc1m004-fa03-20201102-0264-e91.fits.fz datared/59156.30241_gp.txt 59156.3024147 gp 1.0093819
lsc1m005-fa15-20200302-0076-e91.fits.fz datared/58911.05412_ip.txt 58911.0541258 ip 1.0461133
cpt1m013-fa14-20200313-0102-e91.fits.fz datared/58921.87645_up.txt 58921.8764566 up 1.518991
cpt1m013-fa14-20200212-0116-e91.fits.fz datared/58891.93445_gp.txt 58891.9344545 gp 1.3403145
cpt1m010-fa16-20201222-0214-e91.fits.fz datared/59206.05486_gp.txt 59206.0548627 gp 1.2345893
coj1m011-fa12-20201006-0228-e91.fits.fz datared/59128.62516_rp.txt 59128.6251613 rp 1.5828169
lsc1m004-fa03-20201203-0183-e91.fits.fz datared/59187.17316_gp.txt 59187.1731635 gp 1.0754983
lsc1m005-fa15-20201221-0342-e91.fits.fz datared/59205.3066_ip.txt 59205.3066037 ip 1.2188167
coj1m011-fa12-20200313-0059-e91.fits.fz datared/58921.38721_ip.txt 58921.3872138 ip 1.0108709
lsc1m009-fa04-20200108-0114-e91.fits.fz datared/58857.1772_gp.txt 58857.1772035 gp 1.0140362
coj1m011-fa12-20200901-0194-e91.fits.fz datared/59093.74258_ip.txt 59093.7425809 ip 1.3977379
lsc1m004-fa03-20210103-0054-e91.fits.fz datared/59218.0352_ip.txt 59218.0352039 ip 1.2676958
lsc1m004-fa03-20201226-0069-e91.fits.fz datared/59210.06006_rp.txt 59210.0600678 rp 1.252223
lsc1m005-fa15-20201209-0216-e91.fits.fz datared/59193.18872_ip.txt 59193.18872 ip 1.0213386
lsc1m004-fa03-20200308-0127-e91.fits.fz datared/58917.12096_gp.txt 58917.1209618 gp 1.3572683
cpt1m013-fa14-20201125-0075-e91.fits.fz datared/59178.84793_rp.txt 59178.8479348 rp 1.5349255
cpt1m012-fa06-20210120-0092-e91.fits.fz datared/59234.83785_ip.txt 59234.8378521 ip 1.0061118
lsc1m004-fa03-20200210-0059-e91.fits.fz datared/58890.02223_ip.txt 58890.0222332 ip 1.0175364
lsc1m004-fa03-20200316-0071-e91.fits.fz datared/58925.02452_gp.txt 58925.0245235 gp 1.0624228
cpt1m012-fa06-20201024-0429-e91.fits.fz datared/59147.11126_ip.txt 59147.1112641 ip 1.0027325
cpt1m013-fa14-20200101-0331-e91.fits.fz datared/58850.02457_gp.txt 58850.0245701 gp 1.2118798
cpt1m010-fa16-20210107-0348-e91.fits.fz datared/59221.99058_ip.txt 59221.9905833 ip 1.1512465
lsc1m004-fa03-20201231-0166-e91.fits.fz datared/59215.22575_gp.txt 59215.2257503 gp 1.0540344
lsc1m005-fa15-20200302-0075-e91.fits.fz datared/58911.0534_gp.txt 58911.0534083 gp 1.0448798
coj1m011-fa12-20200125-0080-e91.fits.fz datared/58873.50071_ip.txt 58873.5007121 ip 1.0013677
lsc1m005-fa15-20201125-0428-e91.fits.fz datared/59179.31397_rp.txt 59179.3139713 rp 1.0368236
cpt1m013-fa14-20200313-0101-e91.fits.fz datared/58921.87571_ip.txt 58921.8757133 ip 1.5123969
cpt1m013-fa14-20200915-0351-e91.fits.fz datared/59108.11566_rp.txt 59108.1156688 rp 1.1248534
cpt1m013-fa14-20201106-0067-e91.fits.fz datared/59159.89681_rp.txt 59159.8968136 rp 1.5629664
cpt1m010-fa16-20201227-0180-e91.fits.fz datared/59210.98092_rp.txt 59210.9809238 rp 1.0493884
lsc1m005-fa15-20201224-0139-e91.fits.fz datared/59208.18161_ip.txt 59208.1816142 ip 1.000328
cpt1m012-fa06-20200317-0070-e91.fits.fz datared/58925.78112_gp.txt 58925.7811282 gp 1.0906842
cpt1m013-fa14-20210302-0087-e91.fits.fz datared/59275.88776_ip.txt 59275.8877639 ip 1.3692892
lsc1m004-fa03-20200314-0082-e91.fits.fz datared/58923.03762_gp.txt 58923.0376256 gp 1.0792527
coj1m011-fa12-20200112-0057-e91.fits.fz datared/58860.46944_ip.txt 58860.4694415 ip 1.0491113
lsc1m005-fa15-20201127-0067-e91.fits.fz datared/59181.0939_rp.txt 59181.0939073 rp 1.5774087
lsc1m005-fa15-20201226-0144-e91.fits.fz datared/59210.19269_rp.txt 59210.1926992 rp 1.0024754
cpt1m010-fa16-20201126-0217-e91.fits.fz datared/59179.95264_gp.txt 59179.9526433 gp 1.0460195
cpt1m013-fa14-20200212-0077-e91.fits.fz datared/58891.85426_gp.txt 58891.8542633 gp 1.048735
cpt1m012-fa06-20210120-0091-e91.fits.fz datared/59234.83713_gp.txt 59234.8371334 gp 1.0065363
lsc1m004-fa03-20200316-0072-e91.fits.fz datared/58925.02525_ip.txt 58925.0252509 ip 1.0639327
coj1m011-fa12-20201126-0097-e91.fits.fz datared/59179.53637_rp.txt 59179.5363751 rp 1.2317289
cpt1m013-fa14-20200306-0070-e91.fits.fz datared/58914.81248_ip.txt 58914.8124835 ip 1.0940271
lsc1m004-fa03-20191230-0061-e91.fits.fz datared/58848.03859_gp.txt 58848.0385944 gp 1.3215502
lsc1m005-fa15-20201209-0215-e91.fits.fz datared/59193.18799_rp.txt 59193.1879954 rp 1.0221761
lsc1m009-fa04-20200108-0117-e91.fits.fz datared/58857.17922_ip.txt 58857.1792228 ip 1.0159566
lsc1m004-fa03-20191231-0200-e91.fits.fz datared/58849.27361_gp.txt 58849.2736101 gp 1.1857855
cpt1m012-fa06-20191225-0058-e91.fits.fz datared/58842.78386_gp.txt 58842.7838659 gp 1.4064587
lsc1m005-fa15-20201221-0341-e91.fits.fz datared/59205.30588_gp.txt 59205.3058836 gp 1.2155775
coj1m011-fa12-20201206-0094-e91.fits.fz datared/59189.69556_rp.txt 59189.6955697 rp 1.0753408
lsc1m004-fa03-20200223-0047-e91.fits.fz datared/58903.03814_gp.txt 58903.03814 gp 1.0044576
cpt1m013-fa14-20200203-0053-e91.fits.fz datared/58882.77817_gp.txt 58882.7781787 gp 1.0281401
lsc1m004-fa03-20201230-0160-e91.fits.fz datared/59214.22928_gp.txt 59214.2292849 gp 1.0555787
coj1m003-fa19-20210303-0112-e91.fits.fz datared/59276.50879_rp.txt 59276.5087924 rp 1.2527511
cpt1m013-fa14-20210108-0083-e91.fits.fz datared/59222.86373_rp.txt 59222.8637323 rp 1.0108275
lsc1m004-fa03-20200106-0139-e91.fits.fz datared/58855.18128_ip.txt 58855.1812878 ip 1.0128014
cpt1m010-fa16-20200120-0056-e91.fits.fz datared/58868.78297_gp.txt 58868.7829713 gp 1.0913669
cpt1m013-fa14-20200108-0090-e91.fits.fz datared/58856.85376_gp.txt 58856.8537683 gp 1.0224856
cpt1m012-fa06-20200115-0076-e91.fits.fz datared/58863.94724_gp.txt 58863.9472419 gp 1.0828921
cpt1m013-fa14-20201121-0123-e91.fits.fz datared/59174.92387_gp.txt 59174.9238758 gp 1.1539806
coj1m003-fa19-20210116-0390-e91.fits.fz datared/59230.67541_rp.txt 59230.6754196 rp 1.5340456
cpt1m013-fa14-20200903-0349-e91.fits.fz datared/59096.07662_gp.txt 59096.0766265 gp 1.5160922
coj1m011-fa12-20200108-0146-e91.fits.fz datared/58856.68222_gp.txt 58856.6822292 gp 1.3957112
cpt1m010-fa16-20201128-0104-e91.fits.fz datared/59181.84742_gp.txt 59181.8474291 gp 1.4685539
coj1m011-fa12-20210118-0065-e91.fits.fz datared/59232.46282_ip.txt 59232.4628229 ip 1.0304884
lsc1m004-fa03-20200314-0143-e91.fits.fz datared/58923.12154_gp.txt 58923.1215468 gp 1.4842194
lsc1m005-fa15-20201124-0091-e91.fits.fz datared/59178.11961_rp.txt 59178.1196148 rp 1.4246731
coj1m003-fa19-20210301-0080-e91.fits.fz datared/59274.45573_ip.txt 59274.4557396 ip 1.0588928
lsc1m004-fa03-20210301-0133-e91.fits.fz datared/59275.14398_rp.txt 59275.1439875 rp 1.3789729
lsc1m009-fa04-20200108-0139-e91.fits.fz datared/58857.26702_gp.txt 58857.2670232 gp 1.2547481
coj1m011-fa12-20201127-0091-e91.fits.fz datared/59180.48338_rp.txt 59180.483383 rp 1.5809617
lsc1m005-fa15-20210227-0071-e91.fits.fz datared/59273.08326_ip.txt 59273.0832641 ip 1.08902
coj1m011-fa12-20200120-0450-e91.fits.fz datared/58868.61825_gp.txt 58868.6182597 gp 1.2184086
lsc1m004-fa03-20210112-0111-e91.fits.fz datared/59227.1642_ip.txt 59227.1642035 ip 1.0140061
coj1m011-fa12-20210113-0150-e91.fits.fz datared/59227.65779_rp.txt 59227.6577972 rp 1.337631
lsc1m005-fa15-20200226-0128-e91.fits.fz datared/58906.13261_gp.txt 58906.1326177 gp 1.2516902
coj1m003-fa19-20201208-0361-e91.fits.fz datared/59191.66071_gp.txt 59191.6607195 gp 1.0244503
coj1m011-fa12-20200121-0203-e91.fits.fz datared/58869.61512_ip.txt 58869.6151236 ip 1.2165739
coj1m011-fa12-20200916-0574-e91.fits.fz datared/59108.78924_ip.txt 59108.7892497 ip 1.049691
cpt1m012-fa06-20200129-0067-e91.fits.fz datared/58877.79149_gp.txt 58877.7914927 gp 1.0285881
cpt1m012-fa06-20200213-0105-e91.fits.fz datared/58892.86211_ip.txt 58892.8621186 ip 1.0694137
lsc1m004-fa03-20210107-0193-e91.fits.fz datared/59222.2269_ip.txt 59222.2269011 ip 1.1004756
coj1m011-fa12-20201222-0058-e91.fits.fz datared/59205.55263_gp.txt 59205.552633 gp 1.0125191
coj1m011-fa12-20200203-0114-e91.fits.fz datared/58882.52846_gp.txt 58882.5284635 gp 1.0582741
lsc1m005-fa15-20201123-0367-e91.fits.fz datared/59177.28638_rp.txt 59177.2863804 rp 1.0040006
cpt1m013-fa14-20200320-0100-e91.fits.fz datared/58928.85949_up.txt 58928.8594961 up 1.5385203
coj1m011-fa12-20200831-0172-e91.fits.fz datared/59092.74259_gp.txt 59092.7425952 gp 1.4174986
